sample_index,true_label,number_of_agents_correct,number_of_agents_wrong,trust_selected_agent,trust_prediction,trust_correct,General Traffic Agent_prediction,General Traffic Agent_correct,Attack Recall Agent_prediction,Attack Recall Agent_correct,Normal Behavior Agent_prediction,Normal Behavior Agent_correct,Hard-Case Agent_prediction,Hard-Case Agent_correct
21573,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21574,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21575,1,1,3,Normal Behavior Agent,0,False,0,False,0,False,0,False,1,True
21576,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21577,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21578,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21579,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21580,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21581,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21582,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21583,0,3,1,Normal Behavior Agent,0,True,0,True,1,False,0,True,0,True
21584,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
21585,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21586,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21587,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21588,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21589,0,3,1,Hard-Case Agent,0,True,0,True,0,True,1,False,0,True
21590,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21591,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
21592,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
21593,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
21594,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21595,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21596,0,2,2,Hard-Case Agent,1,False,0,True,0,True,1,False,1,False
21597,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21598,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21599,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21600,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21601,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21602,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21603,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21604,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21605,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21606,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
21607,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21608,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
21609,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21610,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21611,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21612,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21613,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21614,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21615,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21616,0,3,1,Hard-Case Agent,0,True,0,True,0,True,1,False,0,True
21617,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21618,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
21619,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21620,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21621,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
21622,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21623,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21624,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21625,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21626,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21627,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21628,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21629,0,3,1,Normal Behavior Agent,0,True,0,True,1,False,0,True,0,True
21630,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21631,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21632,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21633,0,3,1,Normal Behavior Agent,0,True,0,True,1,False,0,True,0,True
21634,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21635,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21636,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21637,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21638,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21639,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21640,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21641,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21642,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21643,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21644,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21645,1,2,2,Hard-Case Agent,1,True,0,False,0,False,1,True,1,True
21646,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21647,0,2,2,Normal Behavior Agent,1,False,0,True,0,True,1,False,1,False
21648,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
21649,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21650,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
21651,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21652,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21653,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21654,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
21655,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21656,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
21657,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21658,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21659,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21660,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21661,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21662,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
21663,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21664,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21665,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21666,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21667,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21668,0,2,2,Normal Behavior Agent,0,True,0,True,1,False,0,True,1,False
21669,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21670,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21671,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21672,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21673,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21674,1,2,2,Hard-Case Agent,1,True,0,False,0,False,1,True,1,True
21675,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21676,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21677,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
21678,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21679,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21680,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21681,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
21682,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21683,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21684,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
21685,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21686,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21687,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
21688,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21689,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21690,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21691,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21692,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21693,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21694,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21695,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21696,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
21697,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21698,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21699,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21700,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21701,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21702,1,3,1,Hard-Case Agent,1,True,1,True,0,False,1,True,1,True
21703,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21704,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21705,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21706,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21707,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21708,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21709,1,2,2,Hard-Case Agent,1,True,1,True,0,False,0,False,1,True
21710,0,1,3,Hard-Case Agent,1,False,1,False,0,True,1,False,1,False
21711,1,4,0,Attack Recall Agent,1,True,1,True,1,True,1,True,1,True
21712,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21713,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21714,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
21715,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21716,0,3,1,Normal Behavior Agent,0,True,0,True,1,False,0,True,0,True
21717,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21718,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21719,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21720,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21721,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21722,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21723,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21724,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21725,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21726,1,4,0,Attack Recall Agent,1,True,1,True,1,True,1,True,1,True
21727,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21728,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
21729,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21730,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21731,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21732,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21733,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21734,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21735,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21736,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21737,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21738,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21739,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21740,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21741,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21742,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
21743,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21744,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21745,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21746,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21747,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21748,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21749,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21750,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21751,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21752,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21753,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21754,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21755,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21756,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21757,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21758,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21759,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21760,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21761,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21762,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21763,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21764,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21765,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21766,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21767,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21768,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
21769,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21770,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21771,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21772,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21773,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21774,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21775,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21776,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21777,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21778,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21779,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21780,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21781,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21782,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21783,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21784,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21785,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21786,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21787,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21788,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21789,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21790,0,3,1,Normal Behavior Agent,0,True,0,True,1,False,0,True,0,True
21791,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21792,0,3,1,Hard-Case Agent,0,True,0,True,0,True,1,False,0,True
21793,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21794,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
21795,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21796,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21797,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21798,1,2,2,Hard-Case Agent,1,True,0,False,0,False,1,True,1,True
21799,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21800,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21801,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21802,1,2,2,Hard-Case Agent,1,True,0,False,0,False,1,True,1,True
21803,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21804,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21805,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21806,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21807,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
21808,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21809,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
21810,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21811,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21812,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
21813,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21814,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21815,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21816,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21817,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21818,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21819,0,3,1,Hard-Case Agent,1,False,0,True,0,True,0,True,1,False
21820,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21821,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21822,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21823,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21824,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21825,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21826,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21827,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
21828,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21829,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
21830,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21831,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21832,0,3,1,Normal Behavior Agent,0,True,0,True,1,False,0,True,0,True
21833,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21834,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21835,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
21836,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21837,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21838,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21839,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21840,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
21841,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21842,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21843,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21844,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21845,0,3,1,Normal Behavior Agent,0,True,0,True,1,False,0,True,0,True
21846,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21847,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21848,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21849,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
21850,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21851,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21852,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21853,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21854,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21855,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21856,0,4,0,General Traffic Agent,0,True,0,True,0,True,0,True,0,True
21857,0,3,1,Hard-Case Agent,1,False,0,True,0,True,0,True,1,False
21858,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21859,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21860,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21861,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21862,1,2,2,Normal Behavior Agent,0,False,0,False,1,True,0,False,1,True
21863,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21864,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21865,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21866,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21867,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21868,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21869,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21870,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21871,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21872,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21873,1,2,2,Hard-Case Agent,1,True,0,False,0,False,1,True,1,True
21874,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21875,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21876,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
21877,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21878,0,1,3,Hard-Case Agent,0,True,1,False,1,False,1,False,0,True
21879,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21880,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21881,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21882,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21883,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21884,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21885,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21886,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21887,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21888,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21889,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21890,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21891,1,4,0,Attack Recall Agent,1,True,1,True,1,True,1,True,1,True
21892,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21893,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21894,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21895,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
21896,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21897,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21898,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21899,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21900,0,3,1,Hard-Case Agent,1,False,0,True,0,True,0,True,1,False
21901,0,4,0,General Traffic Agent,0,True,0,True,0,True,0,True,0,True
21902,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21903,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21904,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21905,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21906,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21907,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
21908,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21909,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21910,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21911,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
21912,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
21913,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21914,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21915,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21916,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21917,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21918,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21919,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
21920,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
21921,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
21922,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
